"TIME","Country.Name","LOCATION","MEATCONSUMP.Beef.Kg.","MEATCONSUMP.Pig.Kg.","MEATCONSUMP.Sheep.Kg.","MEATCONSUMP.Poultry.Kg.","CROP.TYPE.Soybean.Thnd.Ha.","CROP.TYPE.Wheat.Thnd.Ha.","CROP.TYPE.Maize.Thnd.Ha.","CROP.TYPE.Rice.Thnd.Ha.","TSE....GDP.","AGRPNPC..ratio.","Region","Income.Group","CO2 emissions (metric tons per capita)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","GDP per capita (current US$)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Methane emissions (kt of CO2 equivalent)","Population, total"
2009,"New Zealand","NZL",17.779,15.913,6.384,28.3,0,54.762,17.548,0,0.219193691,1.0017815508,"East Asia & Pacific","High income",7.2793194812439,4.28999996185303,8.42000007629395,30442.1779108062,82.7,78.8,33330,4302600
2009,"Nigeria","NGA",1.497,1.143,2.469,1.556,650,48,4315,1836.88,NA,NA,"Sub-Saharan Africa","Lower middle income",0.481062882519591,34.2099990844727,48.9099998474121,1891.33529693097,51.171,49.696,103950,154324939
2009,"Norway","NOR",13.613,20.013,4.615,15.011,0,81.548,0,0,0.9625333258,1.9711458973,"Europe & Central Asia","High income",7.75566888657588,1.20000004768372,4.07999992370605,79977.2731342429,83.1,78.6,5290,4828726
2009,"Pakistan","PAK",5.944,0,2.194,3.484,8,9046,935.1,2883,NA,NA,"South Asia","Lower middle income",0.826887882628638,72.8899993896484,36.0200004577637,957.995675292236,65.931,64.086,119810,175525610
2009,"Paraguay","PRY",10.061,18.382,0.493,5.33,2680,561,794,51.7,NA,NA,"Latin America & Caribbean","Upper middle income",0.708958674360842,20.6200008392334,32.5499992370605,3626.81863691006,74.504,70.516,25030,6163970
2009,"Peru","PER",4.077,3.143,1.202,29.737,2.2,158.1,361.9,404.604,NA,NA,"Latin America & Caribbean","Upper middle income",1.44759100608374,26.8099994659424,29.9599990844727,4196.31162707942,76.572,71.701,29110,28792663
2009,"Philippines","PHL",3.053,14.214,0.525,8.744,1.3,0,2683.89,4405,3.040734533,1.2827774202,"East Asia & Pacific","Lower middle income",0.838832481528453,22.2000007629395,41.0699996948242,1905.8952358477,73.764,65.868,64070,92414161
2009,"Russian Federation","RUS",12.955,17.43,1.172,21.808,877.007,28701.808,1361.561,182.896,1.324841367,1.157894791,"Europe & Central Asia","Upper middle income",10.4714525017549,6.26000022888184,10.2299995422363,8562.81327716515,74.79,62.87,774470,142785349
2009,"Saudi Arabia","SAU",4.023,0.002,4.325,38.97,0,196,29,0,NA,NA,"Middle East & North Africa","High income",15.0065885468896,0.150000005960464,4.61999988555908,16113.1437100059,75.358,72.446,43950,26630303
2009,"South Africa","ZAF",11.095,3.299,3.199,27.605,240,643,3263,1,0.2736654868,1.0190184617,"Sub-Saharan Africa","Upper middle income",8.00403938323371,3.61999988555908,6.11999988555908,5862.79710791594,59.218,53.833,42490,50477013
2009,"Switzerland","CHE",15.121,25.522,1.34,14.543,0.5,87.93,16.713,0,1.1959582712,1.5982562563,"Europe & Central Asia","High income",5.63932761445853,2.44000005722046,3.94000005722046,72080.4055537325,84.4,79.8,5190,7743831
2009,"Thailand","THA",1.785,9.975,0.029,8.368,110,1,1105,11140,NA,NA,"East Asia & Pacific","Upper middle income",3.30956300398491,36.5499992370605,41.060001373291,4213.00665375142,77.265,70.374,86840,66866834
2009,"Turkey","TUR",3.16,0,3.696,14.938,30,8100,592,96.4,2.9826728917,1.3420363591,"Europe & Central Asia","Upper middle income",4.03567478745441,37.7900009155273,17.1399993896484,9103.47405061243,77.479,70.716,43820,71321406
2009,"Ukraine","UKR",6.798,11.661,0.341,20.936,623,6752.9,2190,24.5,1.8363928653,1.0093421362,"Europe & Central Asia","Lower middle income",5.47821394287419,20.7399997711182,21.8500003814697,2542.99542417522,74.86,63.79,80450,46053331
2009,"United Kingdom","GBR",11.389,16.909,4.907,22.785,0,1775,0,0,NA,NA,"Europe & Central Asia","High income",7.4686553963492,0.550000011920929,1.60000002384186,38735.7397353036,82.1,78.1,70630,62276270
2009,"United States","USA",28.037,22.914,0.441,44.523,30918.087,20193.881,32172.617,1254.53,0.5092035472,1.0146943737,"North America","High income",16.8188684811099,0.680000007152557,1.94000005722046,47099.9804711343,80.9,76,649370,306771529
2009,"Vietnam","VNM",4.966,27.278,0.096,9.017,130.3,0,1089.2,7437.2,3.8253506831,1.129171472,"East Asia & Pacific","Lower middle income",1.51241930252118,50.0200004577637,45.2700004577637,1217.26858325766,78.805,70.616,84290,87092250
2009,"World","WLD",6.635,12.116,1.686,12.163,103481.18,226344.13,162869.72,158011.2,NA,NA,"","",4.27713136952081,32.8673134529626,34.2378452301142,8840.42685422933,72.5196521371875,68.1358816844411,7591370,6839574233
2010,"","OECD",14.698,22.096,1.344,26.569,33367.654,76660.484,51031.562,5165.899,0.7472315896,1.1108475902,"","",NA,NA,NA,NA,NA,NA,NA,NA
2010,"","BRICS",4.382,15.113,1.554,9.677,44000.454,82263.612,61605.576,75928.931,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
2010,"Argentina","ARG",39.622,6.137,1.032,31.511,18746,4531,3747,215.7,-2.327941959,0.7672384198,"Latin America & Caribbean","Upper middle income",4.12224508735352,0.379999995231628,1.87999999523163,10385.9644319555,78.646,71.837,109830,40788453
2010,"Australia","AUS",25.31,20.129,8.973,37.645,17.361,13501.8,62.196,75.783,0.176997463,1,"East Asia & Pacific","High income",17.5814449601144,2.27999997138977,4.01000022888184,52022.1255961876,84,79.5,119320,22031750
2010,"Brazil","BRA",26.325,11.011,0.529,39.014,24181,2166.2,13806.1,2764.8,0.7172539736,1.047139993,"Latin America & Caribbean","Upper middle income",2.03220381623177,7,16.5900001525879,11286.2429009115,77.378,69.95,413330,195713637
2010,"Canada","CAN",20.305,17.28,0.953,31.341,1505.9,8296.1,1235.1,0,0.5420334382,1.0938586502,"North America","High income",15.7339140263037,1.11000001430511,2.44000005722046,47562.0834253057,83.5,79.1,90200,34004889
2010,"Chile","CHL",15.412,17.693,0.489,29.038,0,271,119.82,24.5,0.2897010913,1.0009873238,"Latin America & Caribbean","High income",4.08614642223947,5.1399998664856,14.1199998855591,12808.0383396854,81.661,75.745,13790,17062531
2010,"China","CHN",3.187,29.34,2.595,10.771,8700.15,24459,34977,30096.866,2.1894825397,1.1088646756,"East Asia & Pacific","Upper middle income",6.33216591101925,33.3699989318848,39.3499984741211,4550.45310775599,76.566,72.476,1063830,1337705000
2010,"Colombia","COL",11.681,3.521,0.208,21.392,23.373,10.1,542.05,466.128,1.8711442262,1.2314509495,"Latin America & Caribbean","Upper middle income",1.4302551910933,7,26.2099990844727,6336.70947398466,78.405,72.422,74190,45222699
2010,"Egypt, Arab Rep.","EGY",9.283,0.004,1.371,9.24,13,1288,969,459.48,NA,NA,"Middle East & North Africa","Lower middle income",2.37429973865545,42.8699989318848,24.7199993133545,2645.96875877924,72.613,68.178,53530,82761244
2010,"Ethiopia","ETH",3.345,0.016,1.431,0.577,11,1553,1772,29.9,NA,NA,"Sub-Saharan Africa","Low income",0.0738247695725838,68.2300033569336,78.9199981689453,341.554122699663,63.315,59.976,82380,87639962
2010,"India","IND",0.936,0.235,0.543,1.589,9600,28457.4,8553.2,42863,-1.377472464,0.7941078026,"South Asia","Lower middle income",1.34921446581292,66.9800033569336,46.9199981689453,1357.5637268318,67.73,65.723,650140,1234281163
2010,"Indonesia","IDN",1.702,0.683,0.415,5.666,660,0,3864.692,13253.5,3.22936114,1.2575479044,"East Asia & Pacific","Lower middle income",1.72407358088346,38.4000015258789,39.5699996948242,3122.36267319362,71.311,67.182,261610,241834226
2010,"Iran, Islamic Rep.","IRN",5.647,0,4.468,19.836,80,6167,214,563.517,NA,NA,"Middle East & North Africa","Lower middle income",7.46842715607367,27.9599990844727,17.4699993133545,6599.66093791004,75.431,72.476,149420,73762519
2010,"Israel","ISR",18.893,1.964,1.617,62.6,0,64.1,2.96,0,0.4615268284,1.1251816583,"Middle East & North Africa","High income",9.24891127551288,0.660000026226044,1.78999996185303,30694.1676766923,83.6,79.7,8210,7623600
2010,"Japan","JPN",6.707,14.348,0.217,14.278,137.7,206.9,0,1628,1.0265889914,1.8246637283,"East Asia & Pacific","High income",9.02693839306629,3.90000009536743,4.19000005722046,44507.6763859172,86.3,79.55,24930,128070000
2010,"Kazakhstan","KAZ",18.486,6.585,7.657,12.842,62,14262,96,94,0.9693637897,1.0524962744,"Europe & Central Asia","Upper middle income",13.6975709648991,27.4099998474121,29.1100006103516,9070.48825285747,73.41,63.55,41490,16321872
2010,"Korea, Rep.","KOR",7.981,24.309,0.101,13.261,71.422,12.548,15.528,892.074,1.9091535536,1.6287927084,"East Asia & Pacific","High income",11.588543852829,6.88000011444092,6.40999984741211,23087.2256438476,83.6,76.8,26780,49554112
2010,"Malaysia","MYS",4.587,6.835,0.765,40.089,0.003,0,8.6,677.9,NA,NA,"East Asia & Pacific","Upper middle income",7.05862884140643,8.43000030517578,15.8999996185303,9040.56849464524,76.732,72.497,42720,28208028
2010,"Mexico","MEX",9.966,10.989,0.562,26.388,153.473,678.553,7148.046,41.748,0.7520966958,1.0572822625,"Latin America & Caribbean","Upper middle income",4.11015715509391,3.9300000667572,19.7600002288818,9271.39839576997,77.979,72.135,128720,114092961
2010,"New Zealand","NZL",17.165,14.81,5.909,28.78,0,52.604,18.462,0,0.2814016857,1.0049411647,"East Asia & Pacific","High income",7.15517043234422,4.32000017166138,8.84000015258789,34215.793700417,82.7,78.8,33350,4350700
2010,"Nigeria","NGA",1.357,1.152,2.543,1.36,650,71.242,4315,2432.63,NA,NA,"Sub-Saharan Africa","Lower middle income",0.57241745455453,33.1699981689453,48.310001373291,2280.43733738126,51.656,50.161,107050,158503203
2010,"Norway","NOR",12.996,20.417,4.651,15.251,0,71.858,0,0,0.9208721283,1.8702428574,"Europe & Central Asia","High income",8.56163683115536,1.02999997138977,3.9300000667572,87693.7900658099,83.2,78.9,5320,4889252
2010,"Pakistan","PAK",5.999,0,2.177,3.78,8,9131.6,974.2,2365,NA,NA,"South Asia","Lower middle income",0.783727350094268,74.0899963378906,35.4599990844727,987.409712037523,66.228,64.377,119250,179424643
2010,"Paraguay","PRY",9.298,20.282,0.509,5.109,2870,584,853,61.5,NA,NA,"Latin America & Caribbean","Upper middle income",0.806655935795309,18.0900001525879,30.2000007629395,4359.42841539817,74.69,70.735,26150,6248017
2010,"Peru","PER",4.22,3.191,1.193,31.201,2.2,154.4,353.4,388.659,NA,NA,"Latin America & Caribbean","Upper middle income",1.56988088610595,26.6100006103516,28.6800003051758,5082.35370614454,76.888,71.968,29330,29027680
2010,"Philippines","PHL",3.185,14.368,0.527,9.324,1.3,0,2499.04,4529,3.0320906997,1.2800759772,"East Asia & Pacific","Lower middle income",0.889356817830437,21.6499996185303,40.1199989318848,2217.47215336652,74.012,65.957,62450,93966784
2010,"Russian Federation","RUS",12.642,16.786,1.186,21.843,1209.304,26623.012,1410.276,203.265,1.0058873951,1.1636157147,"Europe & Central Asia","Upper middle income",11.0827154078026,5.55999994277954,9.85000038146973,10674.9957825675,74.88,63.09,801360,142849468
2010,"Saudi Arabia","SAU",4.384,0.177,4.995,39.701,0,219.5,15,0,NA,NA,"Middle East & North Africa","High income",16.017742011478,0.170000001788139,4.75,19262.5476010256,75.529,72.625,45480,27421468
2010,"South Africa","ZAF",12.103,3.519,2.986,28.506,310,558,2859,1,0.1816066513,1.0078754615,"Sub-Saharan Africa","Upper middle income",8.30017911837692,3.76999998092651,5.6399998664856,7328.61519967084,60.565,54.906,43360,51216967
2010,"Switzerland","CHE",15.469,26.242,1.354,14.529,0.5,86.91,16.898,0,1.0699373794,1.4820874605,"Europe & Central Asia","High income",5.77770297392596,2.6800000667572,4.1399998664856,77117.126014204,84.5,80.1,5180,7824909
2010,"Thailand","THA",1.975,10.209,0.03,8.266,100,1,1197,12120,NA,NA,"East Asia & Pacific","Upper middle income",3.50502102595918,36.060001373291,40.0999984741211,5076.33987220163,77.725,70.749,90550,67195032
2010,"Turkey","TUR",6.387,0,3.341,16.262,30,8103,594,99,3.5414722396,1.3877309701,"Europe & Central Asia","Upper middle income",4.10800991143113,39.2000007629395,17.3899993896484,10742.7749787626,77.84,71.199,43780,72326992
2010,"Ukraine","UKR",6.417,13.043,0.406,21.209,1037,6284.1,2709,29,1.6616635203,0.9980894627,"Europe & Central Asia","Lower middle income",5.87433283451863,19.6200008392334,21,2965.13971520617,75.5,65.28,80130,45870741
2010,"United Kingdom","GBR",11.864,16.638,4.342,24.634,0,1939,0,0,NA,NA,"Europe & Central Asia","High income",7.67592642970483,0.610000014305115,1.75,39536.7726806835,82.4,78.5,65750,62766365
2010,"United States","USA",27.257,21.851,0.409,45.536,30999.024,19263.101,32941.522,1464.967,0.5297336133,1.0202882539,"North America","High income",17.4341958733314,0.740000009536743,2.01999998092651,48466.6576026922,81,76.2,649940,309327143
2010,"Vietnam","VNM",4.643,26.871,0.092,10.864,130.3,0,1126.391,7489.4,2.7686676549,1.0936851219,"East Asia & Pacific","Lower middle income",1.69880622599295,51.189998626709,46.439998626709,1317.89064625221,78.883,70.725,86050,87967655
2010,"World","WLD",6.574,12.247,1.674,12.734,104773.16,221887.28,169405.5,162323.46,NA,NA,"","",4.48314795598468,32.2040283914212,33.5630971906512,9555.57099080665,72.8436372317894,68.4321595220345,7704390,6921877071
2011,"","OECD",14.303,21.718,1.315,27.032,32329.685,76672.187,51931.229,4748.451,0.7292632757,1.0935522426,"","",NA,NA,NA,NA,NA,NA,NA,NA
2011,"","BRICS",4.249,15.177,1.529,9.965,44909.109,81656.709,65576.13,77377.034,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
2011,"Argentina","ARG",38.402,6.582,1.087,35.01,17577,4496,3696,257.4,-3.271305343,0.6767946754,"Latin America & Caribbean","Upper middle income",4.29601548562594,0.28999999165535,0.879999995231628,12848.8641969705,78.806,71.995,109130,41261490
2011,"Australia","AUS",23.287,19.486,8.046,39.499,33.219,13902.14,69.684,103.115,0.1881936006,1,"East Asia & Pacific","High income",17.2681103655036,1.88999998569489,3.58999991416931,62517.8337471503,84.2,79.7,168820,22340024
2011,"Brazil","BRA",25.903,11.65,0.527,40.501,25042.2,1895.4,15178.1,2820.3,0.7440271209,1.0489114772,"Latin America & Caribbean","Upper middle income",2.11184451477929,6.44999980926514,15.8199996948242,13245.6120301146,77.658,70.265,412830,197514541
2011,"Canada","CAN",19.804,16.741,0.931,30.327,1554.2,8552.5,1271.8,0,0.5236833977,1.0834978713,"North America","High income",15.950224768522,1.10000002384186,2.41000008583069,52223.696112356,83.6,79.4,90120,34339328
2011,"Chile","CHL",14.162,18.643,0.537,31.549,0,245,139.268,25.1,0.298640935,1.001362913,"Latin America & Caribbean","High income",4.43726621229803,5.09999990463257,13.6899995803833,14637.2334407887,81.841,75.981,13870,17233584
2011,"China","CHN",3.073,29.319,2.561,10.924,8102.64,24523,36767,30338.409,1.6480304987,1.0615392832,"East Asia & Pacific","Upper middle income",6.90279214064116,31.4200000762939,37.4900016784668,5618.13226711491,76.926,72.72,1106190,1344130000
2011,"Colombia","COL",12.32,3.995,0.204,21.367,23.373,10.3,458.65,513.595,1.75760635,1.2126218414,"Latin America & Caribbean","Upper middle income",1.53100732200803,7.05999994277954,25.2999992370605,7335.16693447605,78.598,72.689,71900,45662747
2011,"Egypt, Arab Rep.","EGY",8.694,0.007,1.305,9.573,13,1285,888,593.04,NA,NA,"Middle East & North Africa","Lower middle income",2.38509152293329,43.3699989318848,25.7600002288818,2791.81076592794,72.787,68.391,55070,84529251
2011,"Ethiopia","ETH",3.186,0.016,1.352,0.527,19,1437,1963,30.6,NA,NA,"Sub-Saharan Africa","Low income",0.0836477260110525,66.870002746582,78.2300033569336,354.4795719088,64.244,60.804,83090,90139928
2011,"India","IND",0.752,0.228,0.532,1.768,10110,29068.6,8780,44006.3,-3.693301945,0.7291219059,"South Asia","Lower middle income",1.40831559281322,63.560001373291,45.2099990844727,1458.10406619626,68.218,66.115,653590,1250287939
2011,"Indonesia","IDN",1.721,0.716,0.409,6.051,670,0,3957.595,13203.6,2.2799082564,1.1554337605,"East Asia & Pacific","Lower middle income",1.96013325740302,36.7900009155273,37.439998626709,3643.04717619274,71.69,67.485,255270,245115988
2011,"Iran, Islamic Rep.","IRN",5.192,0,4.444,21.34,80,6089,209,529.998,NA,NA,"Middle East & North Africa","Lower middle income",7.52636576111739,27.1800003051758,17.2199993133545,7781.40580096573,75.753,73.035,147490,74634959
2011,"Israel","ISR",19.583,1.912,1.829,62.948,0,60.6,2.85,0,0.4401623364,1.1176173409,"Middle East & North Africa","High income",8.99070282520796,0.610000014305115,1.67999994754791,33610.6940289761,83.5,79.9,8880,7765800
2011,"Japan","JPN",6.722,14.598,0.218,14.212,136.7,211.5,0,1576,1.0660929757,1.6933036843,"East Asia & Pacific","High income",9.48244975866952,3.71000003814697,4.15000009536743,48167.9972684965,85.9,79.44,23770,127833000
2011,"Kazakhstan","KAZ",18.631,7.053,7.887,13.83,76,13849,97,93.3,1.3332043171,1.0976787549,"Europe & Central Asia","Upper middle income",14.6274714773668,26.2600002288818,26.6299991607666,11634.0012021103,73.57,63.85,40780,16557202
2011,"Korea, Rep.","KOR",8.819,23.378,0.115,14.198,77.849,13.044,15.823,853.823,1.8921522663,1.7401568717,"East Asia & Pacific","High income",11.9609574036602,6.75,6.1100001335144,25096.2638838239,84,77.3,26630,49936638
2011,"Malaysia","MYS",4.835,6.187,0.65,40.748,0.003,0,9.759,687.9,NA,NA,"East Asia & Pacific","Upper middle income",7.03885614730842,7.11999988555908,14.4899997711182,10399.3702125714,76.918,72.698,43310,28650962
2011,"Mexico","MEX",9.056,10.332,0.535,26.867,155.513,662.221,6069.092,34.037,0.7216873868,1.0498156336,"Latin America & Caribbean","Upper middle income",4.1571204846157,3.97000002861023,19.4200000762939,10203.4212952716,77.952,72.056,129500,115695468
2011,"New Zealand","NZL",16.522,15.978,5.551,29.516,0,54.75,19.442,0,0.3282344853,1.0070073343,"East Asia & Pacific","High income",6.92290145985401,4.59999990463257,8.93000030517578,39168.2847789216,82.8,79.1,33190,4384000
2011,"Nigeria","NGA",1.508,1.166,2.064,1.071,650,126.784,4315,2269.41,NA,NA,"Sub-Saharan Africa","Lower middle income",0.627068885074102,32.1100006103516,47.7700004577637,2487.59801680379,52.12,50.596,111970,162805080
2011,"Norway","NOR",13.297,20.799,4.454,15.14,0,73.607,0,0,0.8167061832,1.6663437053,"Europe & Central Asia","High income",8.108073185859,0.889999985694885,3.71000003814697,100600.562407589,83.6,79.1,5210,4953088
2011,"Pakistan","PAK",6.078,0,2.159,4.005,8,8900.7,1087.4,2571,NA,NA,"South Asia","Lower middle income",0.772553017405329,74.4700012207031,35.310001373291,1164.97882332035,66.526,64.672,125320,183340168
2011,"Paraguay","PRY",18.672,20.593,0.513,5.686,2960,600,995,80.3,NA,NA,"Latin America & Caribbean","Upper middle income",0.824126248563107,19.4699993133545,29.3299999237061,5329.38743682686,74.882,70.958,26680,6333981
2011,"Peru","PER",4.328,3.192,1.195,33.26,2.2,145.4,368.1,359.612,NA,NA,"Latin America & Caribbean","Upper middle income",1.66004233005428,26.6599998474121,29.6499996185303,5869.32388186462,77.207,72.226,29550,29264314
2011,"Philippines","PHL",3.039,14.141,0.52,9.755,1.3,0,2544.612,4579,2.4640697598,1.2238771874,"East Asia & Pacific","Lower middle income",0.883854312976234,21.3500003814697,39.9500007629395,2450.73569408545,74.25,66.062,63680,95570049
2011,"Russian Federation","RUS",13.383,18.52,1.23,22.714,1234.269,25565.009,1710.03,211.025,0.6995369726,1.0446992371,"Europe & Central Asia","Upper middle income",11.6240168256346,5.67999982833862,9.60999965667725,14311.0843159612,75.61,64.04,814670,142960908
2011,"Saudi Arabia","SAU",4.189,0.238,5.378,38.595,0,192.8,15.3,0,NA,NA,"Middle East & North Africa","High income",16.1552500175908,0.189999997615814,4.88000011444092,23745.8805777495,75.705,72.808,42070,28267591
2011,"South Africa","ZAF",11.719,3.58,2.752,29.843,420,604.7,3141,1,0.2120120208,1.0121767087,"Sub-Saharan Africa","Upper middle income",7.86712360543014,3.45000004768372,5.44999980926514,8007.47643908404,61.935,55.993,43580,52003759
2011,"Switzerland","CHE",15.618,25.672,1.349,14.749,0.5,83.535,15.553,0,0.9750022285,1.3557568897,"Europe & Central Asia","High income",5.20575431114562,2.85999989509583,4.07000017166138,91254.0347609687,85,80.5,5110,7912398
2011,"Thailand","THA",1.77,9.929,0.035,8.17,58,1,1186,11957,NA,NA,"East Asia & Pacific","Upper middle income",3.47490569938002,39.2000007629395,42.5699996948242,5492.12149993341,78.186,71.104,90180,67518379
2011,"Turkey","TUR",7.079,0,3.541,16.911,35,8096,589,99.4,2.8898781769,1.2803366169,"Europe & Central Asia","Upper middle income",4.32606104299246,39.2700004577637,17.8400001525879,11420.5554558378,78.194,71.694,45110,73443254
2011,"Ukraine","UKR",6.041,13.738,0.379,20.029,1110,6657.3,3450,29.6,-0.459120071,0.9017027739,"Europe & Central Asia","Lower middle income",6.20311264456116,19.7199993133545,20.9300003051758,3569.75812083898,75.88,65.98,84480,45706086
2011,"United Kingdom","GBR",11.616,16.416,4.11,24.53,0,1969.383,0,0,NA,NA,"Europe & Central Asia","High income",7.02542460093701,0.660000026226044,1.71000003814697,42047.6142522206,83,79,63080,63258810
2011,"United States","USA",26.262,20.86,0.378,46.52,29865.901,18494.196,33993.708,1060.28,0.5250828601,1.0108407269,"North America","High income",16.599403740534,0.769999980926514,2.02999997138977,49882.5581321495,81.1,76.3,628090,311583481
2011,"Vietnam","VNM",6.394,27.192,0.087,15.451,130.3,0,1121.255,7655.4,1.6907665974,1.0391912985,"East Asia & Pacific","Lower middle income",1.67680521325065,50.9500007629395,45.8899993896484,1525.11902548642,78.957,70.796,86700,88871384
2011,"World","WLD",6.449,12.197,1.664,13.087,103938.85,221635.14,174572.66,163126.83,NA,NA,"","",4.57012310289469,31.1361680919099,32.6316879379242,10493.1698511715,73.1877595897484,68.7418812126855,7807040,7002880914
2012,"","OECD",14.204,21.583,1.277,26.975,33386.767,76939.108,54969.288,4740.344,0.7463896171,1.1071368523,"","",NA,NA,NA,NA,NA,NA,NA,NA
2012,"","BRICS",4.264,15.854,1.551,10.436,47937.792,81850.829,68921.636,75859.039,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
2012,"Argentina","ARG",40.476,6.635,1.182,36.864,19418,3019,4863,235.4,-2.840681288,0.7162163674,"Latin America & Caribbean","Upper middle income",4.277881788849,0.28999999165535,0.839999973773956,13082.664325572,78.966,72.151,111740,41733271
2012,"Australia","AUS",22.435,20.502,8.723,40.319,47.692,12979,78,113,0.152133584,1,"East Asia & Pacific","High income",16.9692565563587,1.91999995708466,3.53999996185303,68012.1479005934,84.3,79.9,166730,22733465
2012,"Brazil","BRA",26.161,11.669,0.533,39.835,27736.1,2209.8,15829.3,2426.7,0.6222965892,1.0639859841,"Latin America & Caribbean","Upper middle income",2.26687811082304,5.88000011444092,15.4200000762939,12370.0244490002,77.929,70.56,414530,199287292
2012,"Canada","CAN",20.012,17.435,0.846,30.065,1694.9,9479.1,1417.9,0,0.4979656274,1.0835310832,"North America","High income",15.7612634959816,1.11000001430511,2.32999992370605,52669.0899632316,83.8,79.6,92550,34714222
2012,"Chile","CHL",14.675,19.605,0.532,31.684,0,254,142.826,24,0.2839455114,1.0011732071,"Latin America & Caribbean","High income",4.51082647202854,4.98000001907349,13.3400001525879,15351.5407387113,81.99,76.214,14080,17400359
2012,"China","CHN",3.106,30.943,2.625,11.64,7405.24,24576,39109,30475.969,2.3636843294,1.1291918038,"East Asia & Pacific","Upper middle income",7.05800347228649,30.2199993133545,36.2900009155273,6316.91831760216,77.284,72.976,1151100,1350695000
2012,"Colombia","COL",12.633,6.1,0.147,21.956,23.373,11.3,530.5,481.516,1.9427800876,1.2451650578,"Latin America & Caribbean","Upper middle income",1.52553228629889,7.57999992370605,24.3999996185303,8050.25537167048,78.789,72.95,70020,46075721
2012,"Egypt, Arab Rep.","EGY",9.296,0.008,1.313,9.978,9,1336,1041,620.34,NA,NA,"Middle East & North Africa","Lower middle income",2.45781641392308,37.5900001525879,24.4799995422363,3229.6856303038,72.97,68.596,56000,86422240
2012,"Ethiopia","ETH",2.557,0.016,1.369,0.576,32,1628,2055,41.8,NA,NA,"Sub-Saharan Africa","Low income",0.0912355801680249,65.2300033569336,77.8899993896484,467.07787183328,65.065,61.534,87230,92726982
2012,"India","IND",0.67,0.221,0.518,1.886,10840,29860,8710,42754,-2.968280887,0.7529760426,"South Asia","Lower middle income",1.50782097489256,59.9599990844727,43.5200004577637,1443.88243476181,68.68,66.488,650410,1265780243
2012,"Indonesia","IDN",1.662,0.73,0.392,6.24,570,0,3821.504,13445.5,2.8698252867,1.201483528,"East Asia & Pacific","Lower middle income",1.95913319398553,35.2700004577637,36.3400001525879,3694.35933980214,72.047,67.784,251460,248451714
2012,"Iran, Islamic Rep.","IRN",4.561,0,4.412,21.829,80,6119,212,570,NA,NA,"Middle East & North Africa","Lower middle income",7.56050965979149,24.9599990844727,17.2999992370605,7927.84490768322,76.06,73.566,146580,75539881
2012,"Israel","ISR",18.165,1.945,1.772,63.36,0,68.1,3.34,0,0.2667653142,1.0475686614,"Middle East & North Africa","High income",9.61506857973579,0.569999992847443,1.58000004291534,32510.3452959596,83.6,79.9,9550,7910500
2012,"Japan","JPN",6.731,14.515,0.188,15.119,131.1,209.2,0,1581,1.1190139446,1.8354996853,"East Asia & Pacific","High income",9.81140649852306,3.53999996185303,4.09999990463257,48603.4766497749,86.41,79.94,23430,127629000
2012,"Kazakhstan","KAZ",18.07,6.934,7.998,16.977,85,13500,100,93,1.2279439344,1.1083029299,"Europe & Central Asia","Upper middle income",14.3811758988905,25,26.0400009155273,12386.6992652963,74.29,64.74,41640,16792090
2012,"Korea, Rep.","KOR",8.943,24.173,0.118,14.232,80.842,9.467,17.001,849.172,1.8080636273,1.6915391981,"East Asia & Pacific","High income",11.9315090424667,6.32000017166138,6,25466.7605170594,84.2,77.6,26860,50199853
2012,"Malaysia","MYS",4.928,6.018,0.761,41.891,0.003,0,11,684.5,NA,NA,"East Asia & Pacific","Upper middle income",6.99321172020727,8.48999977111816,15.9300003051758,10817.4317100783,77.105,72.902,43890,29068189
2012,"Mexico","MEX",9.055,11.169,0.495,27.111,142.329,578.836,6923.9,31.795,0.7351711433,1.061152188,"Latin America & Caribbean","Upper middle income",4.09902758114925,4.17999982833862,19.4699993133545,10241.727828043,77.922,71.997,122780,117274156
2012,"New Zealand","NZL",15.779,16.108,5.55,32.517,0,49.18,18.636,0,0.3125426831,1.0054781572,"East Asia & Pacific","High income",7.26163199564438,4.42000007629395,8.80000019073486,40170.1429821868,83,79.4,33550,4408100
2012,"Nigeria","NGA",1.21,1.162,1.787,1.206,668,90.155,4315,2863.815,NA,NA,"Sub-Saharan Africa","Lower middle income",0.602049396957054,30.1700000762939,47.2999992370605,2723.82219093859,52.579,51.019,115840,167228803
2012,"Norway","NOR",13.655,20.419,4.492,16.454,0,66.752,0,0,0.8483932364,1.7562537752,"Europe & Central Asia","High income",7.79305192930341,0.839999973773956,3.48000001907349,101524.141851985,83.5,79.5,5130,5018573
2012,"Pakistan","PAK",6.108,0,2.151,4.223,8,8649.8,1059.54,2309,NA,NA,"South Asia","Lower middle income",0.767566766628333,74.8300018310547,34.4099998474121,1198.11763704007,66.813,64.959,127770,187280125
